ref,N,hang,mult
NC_000001.10:75214292-75214633,77,0,0
NC_000001.10:75217813-75218160,65,1,0
NC_000001.10:75229423-75230001,175,1,0
NC_000001.10:75596141-75596565,51,0,0
NC_000001.10:75602110-75602430,20,0,0
NC_000001.10:75602759-75603112,38,0,0
NC_000001.10:75606519-75606890,40,1,0
NC_000001.10:75608652-75609097,46,0,0
NC_000001.10:75609406-75609759,27,0,0
NC_000001.10:75614129-75614476,64,3,0
NC_000001.10:75622569-75622910,78,3,0
NC_000001.10:75626377-75626819,150,7,0
NC_000001.10:75669231-75669661,64,0,0
NC_000001.10:75672133-75672557,98,1,0
NC_000001.10:75677025-75677366,42,0,0
NC_000001.10:75679268-75679701,49,0,0
NC_000001.10:75680196-75680525,40,3,0
NC_000001.10:75681354-75681680,59,1,0
NC_000001.10:75683389-75683727,90,2,0
NC_000001.10:75684054-75684475,112,1,0
NC_000001.10:75684819-75685157,72,0,0
NC_000001.10:75685289-75685642,63,2,0
NC_000001.10:75687884-75688240,82,3,0
NC_000001.10:75693310-75693639,65,2,0
NC_000001.10:75699578-75699925,62,0,0
NC_000001.10:75702538-75702873,66,1,0
NC_000001.10:75704048-75704401,89,1,0
NC_000001.10:75707504-75707866,45,2,0
NC_000001.10:75708461-75708799,37,2,0
NC_000001.10:75716731-75717084,49,1,0
NC_000001.10:75740581-75740928,71,2,0
NC_000001.10:75766176-75766523,60,0,0
NC_000001.10:75805061-75805402,77,4,0
NC_000001.10:75862123-75862458,48,2,0
NC_000001.10:76006993-76007319,25,0,0
NC_000001.10:76081379-76081720,29,0,0
NC_000001.10:76143232-76143502,10,0,0
NC_000001.10:76190249-76190664,37,2,0
NC_000001.10:76193993-76194316,74,1,0
NC_000001.10:76198242-76198930,216,1,0
NC_000001.10:76199126-76199455,111,0,0
NC_000001.10:76200382-76200711,47,1,0
NC_000001.10:76205530-76205874,44,0,0
NC_000001.10:76211375-76211707,45,2,0
NC_000001.10:76215010-76215333,48,0,0
NC_000001.10:76216020-76216349,40,1,0
NC_000001.10:76226712-76227201,141,3,0
NC_000001.10:76228309-76228650,25,0,0
NC_000001.10:76234644-76234991,20,1,0
NC_000001.10:76251811-76252146,52,2,0
NC_000001.10:76252689-76253021,58,1,6
NC_000001.10:76253027-76253371,69,21,25
NC_000001.10:76253379-76253729,128,5,19
NC_000001.10:76254777-76255367,186,1,0
NC_000001.10:76255568-76255933,39,2,0
NC_000001.10:76256837-76257261,120,1,0
NC_000001.10:76257816-76258169,45,1,0
NC_000001.10:76259672-76260013,74,3,4
NC_000001.10:76260049-76260544,61,4,4
NC_000001.10:76260784-76261107,31,0,0
NC_000001.10:76262509-76262927,28,0,0
NC_000001.10:76269361-76269708,58,2,0
NC_000001.10:76272570-76272908,47,1,0
NC_000001.10:76276264-76276602,20,0,0
NC_000001.10:76280627-76280959,56,4,0
NC_000001.10:76281981-76282319,51,2,0
NC_000001.10:76287968-76288321,29,1,0
NC_000001.10:76313767-76314102,17,1,0
NC_000001.10:76332988-76333350,59,1,0
NC_000001.10:76342543-76342872,42,3,0
NC_000001.10:76343809-76344165,60,3,0
NC_000001.10:76344584-76344913,87,3,0
NC_000001.10:76345578-76345922,40,1,0
NC_000001.10:76346844-76347185,73,2,0
NC_000001.10:76349224-76349577,87,1,0
NC_000001.10:76354825-76355154,24,0,0
NC_000001.10:76356308-76356634,55,1,0
NC_000001.10:76363482-76363823,34,0,0
NC_000001.10:76365177-76365506,56,1,0
NC_000001.10:76378230-76378719,66,0,0
NC_000001.10:76384513-76384931,98,2,0
NC_000001.10:76387689-76388122,61,1,0
NC_000001.10:76397499-76398175,148,3,0
NC_000001.10:76540315-76540662,38,2,0
NC_000001.10:76771428-76771787,53,0,0
NC_000001.10:76773444-76773794,52,0,0
NC_000001.10:76775454-76775807,37,1,0
NC_000001.10:76779215-76779707,159,1,0
NC_000001.10:76877562-76878164,148,0,0
NC_000001.10:76878437-76878796,23,0,0
NC_000001.10:77042300-77042650,56,2,0
NC_000001.10:77092970-77093344,47,3,0
NC_000001.10:77094214-77094638,71,2,0
NC_000001.10:77333178-77333448,24,1,0
NC_000001.10:77334059-77334489,51,0,0
NC_000001.10:77509843-77510454,106,0,0
NC_000001.10:77515749-77516099,33,1,0
NC_000001.10:77528547-77529036,202,2,0
NC_000001.10:77557865-77558313,63,1,0
NC_000001.10:77587760-77588125,23,0,0
NC_000001.10:77620012-77620430,82,4,0
NC_000001.10:77626817-77627473,150,1,0
NC_000001.10:77629385-77629723,43,0,0
NC_000001.10:77632326-77632649,52,1,0
NC_000001.10:77634846-77635172,17,0,0
NC_000001.10:77672210-77672554,54,1,0
NC_000001.10:77675981-77676322,44,1,0
NC_000001.10:77684815-77685168,25,0,0
NC_000001.10:77747785-77748203,49,1,0
NC_000001.10:77752540-77752908,39,2,0
NC_000001.10:77759374-77759724,97,3,0
NC_000001.10:77763082-77763687,134,0,0
NC_000001.10:77779442-77779798,65,1,0
NC_000001.10:77806033-77806380,43,0,0
NC_000001.10:77876484-77876810,110,1,0
NC_000001.10:77883168-77883503,83,4,0
NC_000001.10:77948781-77949125,43,1,0
NC_000001.10:77951776-77952129,22,1,0
NC_000001.10:77984116-77984466,38,0,0
NC_000001.10:77987469-77987813,45,0,0
NC_000001.10:78001518-78001877,42,2,0
NC_000001.10:78024140-78024564,44,1,0
NC_000001.10:78031117-78031547,54,1,1
NC_000001.10:78031625-78031981,54,2,1
NC_000001.10:78033881-78034216,20,1,0
NC_000001.10:78041659-78041997,61,3,0
NC_000001.10:78044376-78044696,29,1,0
NC_000001.10:78045081-78045425,142,6,0
NC_000001.10:78046513-78046875,57,1,0
NC_000001.10:78047311-78047845,49,0,0
NC_000001.10:78050101-78050448,28,1,0
NC_000001.10:78097449-78099150,632,1,0
NC_000001.10:78105050-78105370,50,2,0
NC_000001.10:78162861-78163276,83,0,0
NC_000001.10:78163418-78163741,38,1,0
NC_000001.10:78166959-78167312,91,0,0
NC_000001.10:78177339-78177671,41,1,0
NC_000001.10:78178693-78179037,69,2,0
NC_000001.10:78180181-78180528,20,0,0
NC_000001.10:78181290-78181631,18,1,0
NC_000001.10:78183466-78183804,103,1,0
NC_000001.10:78184143-78184466,17,0,0
NC_000001.10:78186758-78187123,70,3,0
NC_000001.10:78187488-78187995,86,3,0
NC_000001.10:78188866-78189207,93,1,0
NC_000001.10:78191168-78191533,84,2,0
NC_000001.10:78193878-78194462,149,1,0
NC_000001.10:78195369-78195725,45,1,0
NC_000001.10:78196223-78196549,37,1,0
NC_000001.10:78199948-78200316,27,2,0
NC_000001.10:78201562-78201906,20,0,0
NC_000001.10:78204829-78205170,110,5,0
NC_000001.10:78206345-78206692,38,4,0
NC_000001.10:78206921-78207530,85,2,0
NC_000001.10:78245121-78245480,44,1,0
NC_000001.10:78248837-78249172,48,1,0
NC_000001.10:78266953-78267306,54,0,0
NC_000001.10:78268862-78269182,41,0,0
NC_000001.10:78272526-78272852,67,3,0
NC_000001.10:78279316-78279669,76,2,0
NC_000001.10:78280685-78281032,38,2,0
NC_000001.10:78308881-78309252,66,5,0
NC_000001.10:78324540-78324860,106,6,9
NC_000001.10:78324868-78325221,65,7,9
NC_000001.10:78325577-78325918,32,1,0
NC_000001.10:78326815-78327156,121,0,0
NC_000001.10:78329473-78329820,83,3,0
NC_000001.10:78331907-78332251,69,3,0
NC_000001.10:78338550-78338885,92,1,0
NC_000001.10:78340447-78340942,83,2,0
NC_000001.10:78381676-78381999,41,2,0
NC_000001.10:78383168-78383518,57,1,1
NC_000001.10:78383594-78384107,127,3,1
NC_000001.10:78390727-78391056,33,0,0
NC_000001.10:78392017-78392672,159,1,0
NC_000001.10:78394973-78395314,65,0,0
NC_000001.10:78398923-78399270,45,0,0
NC_000001.10:78401358-78401767,83,1,0
NC_000001.10:78407625-78407987,74,2,3
NC_000001.10:78407998-78408742,173,1,3
NC_000001.10:78412999-78413376,54,2,0
NC_000001.10:78414281-78414604,98,1,3
NC_000001.10:78414674-78415012,42,4,3
NC_000001.10:78420832-78421167,35,0,0
NC_000001.10:78422142-78422507,28,0,0
NC_000001.10:78425727-78426249,42,1,0
NC_000001.10:78428374-78428694,61,3,0
NC_000001.10:78429169-78429549,42,0,0
NC_000001.10:78429645-78430093,62,1,1
NC_000001.10:78430271-78431042,221,2,1
NC_000001.10:78432241-78432801,84,1,0
NC_000001.10:78433092-78433430,46,1,0
NC_000001.10:78433698-78434030,44,0,0
NC_000001.10:78434561-78434908,43,3,0
NC_000001.10:78435490-78435816,45,1,0
NC_000001.10:78444504-78444913,59,1,0
NC_000001.10:78470654-78471170,79,0,0
NC_000001.10:78478601-78479348,188,0,0
NC_000001.10:78481562-78482054,81,1,0
NC_000001.10:78511629-78512121,21,2,0
NC_000001.10:78546231-78546590,88,1,0
NC_000001.10:78560550-78560912,109,3,0
NC_000001.10:78577983-78578306,40,2,0
NC_000001.10:78584945-78585310,52,3,0
NC_000001.10:78591397-78591756,35,1,0
NC_000001.10:78601102-78601603,72,1,0
NC_000001.10:78958293-78959354,262,5,0
NC_000001.10:78963346-78963717,65,0,0
NC_000001.10:78997676-78998038,49,0,0
NC_000001.10:79001977-79002502,140,0,0
NC_000001.10:79093542-79094215,110,0,0
NC_000001.10:79094415-79094768,56,2,0
NC_000001.10:79095251-79095906,108,0,0
NC_000001.10:79100940-79101293,80,2,0
NC_000001.10:79102636-79102974,68,1,0
NC_000001.10:79106634-79106993,57,0,0
NC_000001.10:79107082-79107589,84,0,0
NC_000001.10:79115772-79116448,192,0,0
NC_000001.10:79119695-79120048,30,0,0
NC_000001.10:79120561-79121207,112,1,0
NC_000001.10:79124964-79125302,41,1,0
NC_000001.10:79126177-79126610,59,0,0
NC_000001.10:79128274-79128636,31,1,0
NC_000001.10:79129293-79129717,61,0,0
NC_000001.10:79355318-79355751,70,0,0
NC_000001.10:79356604-79356960,60,1,0
NC_000001.10:79357072-79357392,56,0,0
NC_000001.10:79358638-79358964,23,0,0
NC_000001.10:79383249-79383851,65,0,0
NC_000001.10:79385770-79386114,92,2,0
NC_000001.10:79387194-79387565,33,0,0
NC_000001.10:79392477-79392812,43,2,0
NC_000001.10:79401841-79402188,48,0,0
NC_000001.10:79403398-79404071,138,1,0
NC_000001.10:79404675-79405022,36,0,0
NC_000001.10:79411865-79412197,48,3,0
NC_000001.10:79470603-79470947,66,1,0
NC_000001.10:79472109-79472465,38,2,0
NC_000001.10:79474517-79474858,87,2,0
NC_000001.10:82302421-82302780,156,2,0
NC_000001.10:82372591-82372938,69,1,0
NC_000001.10:82402321-82402683,61,1,0
NC_000001.10:82407607-82407966,81,0,0
NC_000001.10:82408476-82409596,414,3,0
NC_000001.10:82415771-82416216,68,1,0
NC_000001.10:82416527-82416853,55,2,0
NC_000001.10:82417543-82417911,43,0,0
NC_000001.10:82418451-82418816,31,0,0
NC_000001.10:82421474-82421827,36,1,0
NC_000001.10:82431614-82431979,78,0,0
NC_000001.10:82432045-82432389,59,2,0
NC_000001.10:82433606-82433983,43,1,0
NC_000001.10:82434764-82435114,92,1,0
NC_000001.10:82435880-82436322,117,3,0
NC_000001.10:82437399-82437731,45,0,0
NC_000001.10:82445444-82445800,40,3,0
NC_000001.10:82446283-82446636,31,0,0
NC_000001.10:82446711-82447070,41,1,0
NC_000001.10:82447340-82447705,44,2,0
NC_000001.10:82450149-82450517,47,2,0
NC_000001.10:82450752-82451114,35,1,0
NC_000001.10:82452476-82453166,119,1,0
NC_000001.10:82453413-82453760,94,0,0
NC_000001.10:82455236-82455610,57,0,0
NC_000001.10:82456039-82456999,328,0,0
NC_000001.10:82459595-82459945,87,0,0
NC_000001.10:84335415-84335910,70,0,0
NC_000001.10:84348521-84348883,48,1,0
NC_000001.10:84352728-84353066,77,1,0
NC_000001.10:84355429-84355764,99,5,0
NC_000001.10:84355905-84356258,62,0,0
NC_000001.10:84369620-84369961,71,2,0
NC_000001.10:84371881-84372222,102,2,0
NC_000001.10:84373114-84373491,78,3,0
NC_000001.10:84376801-84377145,37,0,0
NC_000001.10:84383109-84383429,96,3,0
NC_000001.10:84385271-84385609,38,1,0
NC_000001.10:84386719-84387244,24,0,0
NC_000001.10:84394714-84395073,60,0,0
NC_000001.10:84399179-84399553,9,0,0
NC_000001.10:84403504-84403854,111,2,0
NC_000001.10:84408017-84408423,94,1,0
NC_000001.10:84412719-84413045,57,1,0
NC_000001.10:84414199-84414534,21,0,0
NC_000001.10:84415412-84415753,46,1,0
NC_000001.10:84417394-84418095,127,2,0
NC_000001.10:84464478-84464825,10,0,0
NC_000001.10:84543797-84544209,43,2,0
NC_000001.10:84609875-84610317,139,1,0
NC_000001.10:84629815-84630147,37,0,0
NC_000001.10:84630401-84630766,29,0,0
NC_000001.10:84638841-84639197,50,2,0
NC_000001.10:84640551-84640901,32,0,0
NC_000001.10:84641277-84641621,45,0,0
NC_000001.10:84644732-84645064,12,1,0
NC_000001.10:84647243-84647596,42,2,0
NC_000001.10:84647813-84648145,78,0,0
NC_000001.10:84649605-84649934,26,2,0
NC_000001.10:84650687-84651013,55,0,0
NC_000001.10:84662171-84662515,72,2,0
NC_000001.10:84663293-84663640,60,0,0
NC_000001.10:84668230-84668577,54,1,0
NC_000001.10:84670024-84670451,68,0,0
NC_000001.10:84679688-84680035,43,1,0
NC_000001.10:84700722-84701149,75,2,0
NC_000001.10:84763986-84764256,60,2,0
NC_000001.10:84765063-84765404,29,3,0
NC_000001.10:84768758-84769117,42,1,0
NC_000001.10:84791215-84791556,76,0,0
NC_000001.10:84810469-84811059,107,1,0
NC_000001.10:84815285-84815614,47,3,0
NC_000001.10:84853859-84854236,82,2,0
NC_000001.10:84864100-84864435,54,2,0
NC_000001.10:84867512-84867847,52,1,0
NC_000001.10:84873955-84874305,81,0,0
NC_000001.10:84876414-84876779,104,2,0
NC_000001.10:84878025-84878360,42,1,0
NC_000001.10:84880089-84880750,185,4,0
NC_000001.10:84944777-84945222,45,0,0
NC_000001.10:84946419-84946772,50,1,0
NC_000001.10:84948461-84948882,86,1,0
NC_000001.10:84955146-84955499,55,1,0
NC_000001.10:84955936-84956283,93,5,0
NC_000001.10:84960894-84961241,20,4,0
NC_000001.10:84961482-84962137,192,3,0
NC_000001.10:84963006-84963368,70,2,0
NC_000001.10:84967546-84967816,11,1,0
NC_000001.10:84971669-84972007,27,1,0
NC_000001.10:84981888-84982214,14,0,0
NC_000001.10:84986187-84986525,45,2,0
NC_000001.10:84987941-84988270,11,0,0
NC_000001.10:84991252-84992002,183,3,0
NC_000001.10:84998379-84998702,54,3,0
NC_000001.10:84999260-84999586,63,0,0
NC_000001.10:85009715-85010047,121,1,0
NC_000001.10:85011168-85011509,37,0,0
NC_000001.10:85014436-85014792,77,0,0
NC_000001.10:85015970-85016293,38,0,0
NC_000001.10:85018682-85019044,16,0,0
NC_000001.10:85020540-85021023,91,1,0
NC_000001.10:85028860-85029237,12,0,0
NC_000001.10:85029330-85029671,24,0,0
NC_000001.10:85031431-85031775,42,0,0
NC_000001.10:85035599-85035967,44,0,0
NC_000001.10:85036104-85036433,67,1,0
NC_000001.10:85039761-85040203,28,0,0
NC_000001.10:85096151-85096584,101,2,0
NC_000001.10:85096849-85097169,44,5,6
NC_000001.10:85097170-85097550,49,3,6
NC_000001.10:85112930-85113443,136,0,0
NC_000001.10:85115416-85115763,65,0,0
NC_000001.10:85115880-85116215,68,2,0
NC_000001.10:85117480-85117830,70,0,0
NC_000001.10:85121031-85121372,29,3,2
NC_000001.10:85121426-85121764,32,2,2
NC_000001.10:85121992-85122336,50,1,0
NC_000001.10:85123975-85124310,96,2,0
NC_000001.10:85127818-85128331,92,2,0
NC_000001.10:85130010-85130357,25,0,0
NC_000001.10:85131651-85132001,84,1,0
NC_000001.10:85135258-85135602,70,3,0
NC_000001.10:85136244-85136582,66,0,0
NC_000001.10:85136749-85137102,54,0,0
NC_000001.10:85279355-85279945,153,3,0
NC_000001.10:85330983-85331905,289,6,0
NC_000001.10:85392183-85392509,21,0,0
NC_000001.10:85395195-85395521,70,0,0
NC_000001.10:85397008-85397364,58,0,0
NC_000001.10:85403337-85403853,122,1,0
NC_000001.10:85405087-85405410,52,2,0
NC_000001.10:85406472-85406819,30,0,0
NC_000001.10:85412656-85413012,52,1,0
NC_000001.10:85417827-85418260,74,3,0
NC_000001.10:85421985-85422332,108,3,0
NC_000001.10:85424099-85424437,48,0,0
NC_000001.10:85431133-85431486,60,1,0
NC_000001.10:85462311-85462649,89,1,0
NC_000001.10:85484647-85485059,90,1,0
NC_000001.10:85486740-85487081,72,1,0
NC_000001.10:85487647-85488181,129,1,0
NC_000001.10:85491371-85492041,120,2,0
NC_000001.10:85494717-85495082,58,1,0
NC_000001.10:85498233-85498663,117,4,0
NC_000001.10:85499682-85500035,53,1,0
NC_000001.10:85506667-85507002,22,1,0
NC_000001.10:85510699-85511102,60,2,0
NC_000001.10:85537484-85537810,60,1,0
NC_000001.10:85538616-85538963,36,1,0
NC_000001.10:85546868-85547218,70,2,0
NC_000001.10:85547823-85548182,47,0,0
NC_000001.10:85550191-85550553,78,2,0
NC_000001.10:85551474-85551806,75,1,0
NC_000001.10:85555639-85555992,43,1,0
NC_000001.10:85559049-85559562,209,2,0
NC_000001.10:85559991-85560350,98,1,0
NC_000001.10:85561477-85561821,55,1,0
NC_000001.10:85563164-85563496,38,1,0
NC_000001.10:85564092-85564451,43,1,0
NC_000001.10:85570083-85570412,94,1,0
NC_000001.10:85573666-85574022,106,0,0
NC_000001.10:85575545-85575889,53,2,0
NC_000001.10:85583289-85583642,76,1,0
NC_000001.10:85587323-85587667,92,3,0
NC_000001.10:85589765-85590100,136,0,0
NC_000001.10:85592192-85592521,92,2,0
NC_000001.10:85594186-85594557,58,1,0
NC_000001.10:85595568-85595918,60,1,0
NC_000001.10:85598442-85598848,87,3,0
NC_000001.10:85599401-85599760,16,1,0
NC_000001.10:85624233-85624974,164,0,0
NC_000001.10:85630124-85630524,55,0,0
NC_000001.10:85634576-85634941,45,1,0
NC_000001.10:85643740-85644081,25,0,0
NC_000001.10:85647673-85648992,306,0,0
NC_000001.10:85655642-85656478,271,2,0
NC_000001.10:85665764-85666775,87,0,0
NC_000001.10:85718078-85718428,47,1,0
NC_000001.10:85722994-85723350,44,1,0
NC_000001.10:85724127-85724471,35,0,0
NC_000001.10:85724936-85725381,39,0,0
NC_000001.10:85733185-85733683,72,2,0
NC_000001.10:85736244-85736644,97,2,0
NC_000001.10:85741945-85742289,28,1,0
NC_000001.10:85786904-85787331,58,1,0
NC_000001.10:85790322-85790678,52,2,0
NC_000001.10:85815988-85816347,11,0,0
NC_000001.10:85817098-85817451,97,3,0
NC_000001.10:85824368-85824724,43,2,0
NC_000001.10:85869832-85870164,143,4,0
NC_000001.10:85930331-85930921,23,1,0
NC_000001.10:86046438-86046859,33,0,0
NC_000001.10:86047051-86047404,73,2,3
NC_000001.10:86047495-86048876,432,5,3
NC_000001.10:86119516-86119943,102,3,0
NC_000001.10:86123383-86123724,26,2,0
NC_000001.10:86142818-86143156,23,0,0
NC_000001.10:86144212-86144568,27,1,0
NC_000001.10:86146389-86146727,50,0,0
NC_000001.10:86167641-86168000,29,0,0
NC_000001.10:86171716-86172297,125,1,0
NC_000001.10:86173135-86174131,462,3,0
NC_000001.10:86196008-86196521,116,0,0
NC_000001.10:86200330-86200751,92,0,0
NC_000001.10:86201898-86202405,136,1,0
NC_000001.10:86202958-86203296,38,1,0
NC_000001.10:86210245-86210607,125,4,0
NC_000001.10:86211047-86211400,84,5,0
NC_000001.10:86227060-86227401,57,1,0
NC_000001.10:86241130-86241477,31,1,0
NC_000001.10:86246793-86247122,20,0,0
NC_000001.10:86249013-86249351,50,0,0
NC_000001.10:86249662-86250065,81,2,0
NC_000001.10:86251861-86252202,58,1,0
NC_000001.10:86282310-86282675,44,2,0
NC_000001.10:86283535-86283900,40,0,0
NC_000001.10:86289135-86289497,32,0,0
NC_000001.10:86304119-86304484,62,1,0
NC_000001.10:86306760-86307098,39,2,0
NC_000001.10:86307611-86308215,77,1,0
NC_000001.10:86313211-86313576,74,3,0
NC_000001.10:86314884-86315237,39,2,0
NC_000001.10:86334149-86334641,42,2,0
NC_000001.10:86340162-86340500,34,2,0
NC_000001.10:86340775-86341116,40,1,0
NC_000001.10:86342662-86342997,16,1,0
NC_000001.10:86355127-86355477,54,2,0
NC_000001.10:86361400-86361750,40,2,0
NC_000001.10:86361905-86362237,99,3,0
NC_000001.10:86372728-86373069,67,2,0
NC_000001.10:86374132-86374482,12,1,0
NC_000001.10:86375526-86375852,41,0,0
NC_000001.10:86376923-86377264,62,0,0
NC_000001.10:86426703-86427059,48,0,0
NC_000001.10:86430552-86430890,56,1,0
NC_000001.10:86435759-86436094,48,1,0
NC_000001.10:86436856-86437194,31,2,0
NC_000001.10:86453141-86453473,10,0,0
NC_000001.10:86482691-86483050,20,0,0
NC_000001.10:86487729-86488425,116,1,1
NC_000001.10:86488487-86488840,28,1,1
NC_000001.10:86497416-86497754,60,2,0
NC_000001.10:86499389-86499754,60,0,0
NC_000001.10:86511434-86511766,89,2,0
NC_000001.10:86512363-86512701,91,1,0
NC_000001.10:86515637-86515978,53,0,0
NC_000001.10:86523469-86523798,14,2,0
NC_000001.10:86524664-86524990,24,0,0
NC_000001.10:86529244-86529582,32,0,0
NC_000001.10:86554708-86555046,25,0,0
NC_000001.10:86557810-86558148,19,0,0
NC_000001.10:86578098-86578466,53,6,0
NC_000001.10:86580847-86581224,76,2,0
NC_000001.10:86590446-86591999,437,1,0
NC_000001.10:86611649-86611996,53,1,0
NC_000001.10:86621941-86622297,36,0,0
NC_000001.10:86814234-86814732,29,0,0
NC_000001.10:86817588-86817932,52,1,0
NC_000001.10:86818444-86818776,53,1,0
NC_000001.10:86820086-86820605,114,1,0
NC_000001.10:86820859-86821182,65,1,0
NC_000001.10:86821583-86821906,19,0,0
NC_000001.10:86822099-86822431,19,0,0
NC_000001.10:86824382-86824711,17,1,0
NC_000001.10:86826021-86826353,36,2,0
NC_000001.10:86834147-86834491,55,1,0
NC_000001.10:86836527-86836868,39,0,0
NC_000001.10:86838029-86838361,12,1,0
NC_000001.10:86841839-86842177,60,0,0
NC_000001.10:86847867-86848205,66,1,0
NC_000001.10:86848465-86848904,86,0,0
NC_000001.10:86850258-86850602,20,1,0
NC_000001.10:86851073-86851497,90,0,0
NC_000001.10:86852430-86852851,37,1,0
NC_000001.10:86889789-86890213,40,2,0
NC_000001.10:86890936-86891298,42,0,0
NC_000001.10:86894000-86894353,51,0,0
NC_000001.10:86896351-86896719,42,1,0
NC_000001.10:86897986-86898336,92,0,0
NC_000001.10:86900099-86900544,132,3,0
NC_000001.10:86904515-86904939,95,2,0
NC_000001.10:86905762-86906127,70,1,0
NC_000001.10:86907072-86907407,50,0,0
NC_000001.10:86909429-86909847,110,1,0
NC_000001.10:86913179-86913615,68,0,0
NC_000001.10:86916173-86916541,62,1,0
NC_000001.10:86918938-86919389,64,0,0
NC_000001.10:86920673-86921337,220,1,0
NC_000001.10:86934507-86934916,66,0,0
NC_000001.10:86939000-86939667,171,1,0
NC_000001.10:86941978-86942319,40,1,0
NC_000001.10:86947771-86948136,68,3,0
NC_000001.10:86950955-86951373,118,1,0
NC_000001.10:86952146-86952579,83,1,0
NC_000001.10:86954530-86954874,77,1,0
NC_000001.10:86956900-86957232,24,0,0
NC_000001.10:86958965-86959401,90,0,0
NC_000001.10:86959836-86960278,118,1,0
NC_000001.10:86961085-86961450,93,3,0
NC_000001.10:86964084-86964541,120,0,0
NC_000001.10:86965194-86965858,215,0,0
NC_000001.10:87012626-87012973,27,0,0
NC_000001.10:87025463-87026050,114,2,0
NC_000001.10:87029207-87029569,42,0,0
NC_000001.10:87030822-87031148,31,2,0
NC_000001.10:87031432-87031868,90,1,0
NC_000001.10:87032993-87033426,74,0,0
NC_000001.10:87036739-87037080,67,3,0
NC_000001.10:87038249-87038572,56,3,0
NC_000001.10:87040130-87040536,110,2,0
NC_000001.10:87040945-87041366,110,3,0
NC_000001.10:87043512-87043889,36,2,0
NC_000001.10:87044992-87045422,121,3,2
NC_000001.10:87045489-87046212,229,2,2
NC_000001.10:87099859-87100188,40,0,0
NC_000001.10:87101207-87101545,102,2,1
NC_000001.10:87101597-87101932,59,1,1
NC_000001.10:87102361-87102699,67,1,0
NC_000001.10:87104439-87104801,46,0,0
NC_000001.10:87108147-87108485,47,2,0
NC_000001.10:87170417-87170752,14,1,0
NC_000001.10:87181308-87181649,56,2,0
NC_000001.10:87185108-87185443,70,0,0
NC_000001.10:87188108-87188452,30,0,0
NC_000001.10:87189881-87190207,24,2,0
NC_000001.10:87193989-87194336,101,0,0
NC_000001.10:87195681-87196028,33,1,0
NC_000001.10:87200199-87200525,74,6,5
NC_000001.10:87200573-87200914,74,3,5
NC_000001.10:87207810-87208246,102,0,0
NC_000001.10:87208693-87209135,76,0,0
NC_000001.10:87328991-87329439,113,1,0
NC_000001.10:87333570-87333905,20,1,0
NC_000001.10:87346186-87346506,49,0,0
NC_000001.10:87352635-87352982,58,2,0
NC_000001.10:87368869-87369237,29,0,0
NC_000001.10:87379699-87379969,17,0,0
NC_000001.10:87380525-87380943,40,1,0
NC_000001.10:87458626-87458979,70,1,0
NC_000001.10:87530047-87530400,99,2,0
NC_000001.10:87537701-87538042,44,3,6
NC_000001.10:87538047-87538376,74,3,6
NC_000001.10:87538507-87538931,79,1,0
NC_000001.10:87549780-87550109,43,1,0
NC_000001.10:87558077-87558427,63,2,0
NC_000001.10:87563366-87563799,129,5,0
NC_000001.10:87568988-87569332,75,2,0
NC_000001.10:87570030-87570543,129,1,0
NC_000001.10:87599245-87599794,147,2,0
NC_000001.10:87633692-87634110,74,0,0
NC_000001.10:87797660-87798084,49,3,0
NC_000001.10:87805079-87805441,16,0,0
NC_000001.10:87805695-87806042,52,2,0
NC_000001.10:87810310-87810746,65,1,0
NC_000001.10:87814236-87814571,106,5,0
NC_000001.10:89150058-89150328,15,0,0
NC_000001.10:89206499-89207006,79,0,0
NC_000001.10:89225782-89226111,32,3,0
NC_000001.10:89235942-89236301,95,2,0
NC_000001.10:89236997-89237661,158,1,0
NC_000001.10:89250203-89250574,77,0,0
NC_000001.10:89251678-89252013,31,2,0
NC_000001.10:89269985-89270305,72,2,5
NC_000001.10:89270340-89270681,21,4,5
NC_000001.10:89271064-89271885,204,3,0
NC_000001.10:89272924-89273591,108,0,0
NC_000001.10:89279215-89279556,33,0,0
NC_000001.10:89280892-89281230,81,2,0
NC_000001.10:89287461-89287805,37,1,0
NC_000001.10:89289885-89290223,39,3,0
NC_000001.10:89294071-89294403,26,0,0
NC_000001.10:89294524-89294794,50,2,0
NC_000001.10:89298260-89299259,197,0,0
NC_000001.10:89318747-89319168,107,1,0
NC_000001.10:89322739-89323196,75,0,0
NC_000001.10:89325477-89326058,150,2,0
NC_000001.10:89329558-89329905,64,2,0
NC_000001.10:89352830-89353168,99,2,0
NC_000001.10:89357117-89357461,56,0,0
NC_000001.10:89401617-89401967,84,1,0
NC_000001.10:89408570-89408896,50,0,0
NC_000001.10:89408966-89409289,75,3,0
NC_000001.10:89414688-89415041,61,0,0
NC_000001.10:89418555-89418914,48,1,0
NC_000001.10:89420655-89421011,38,1,0
NC_000001.10:89426722-89427244,139,4,0
NC_000001.10:89427675-89428034,45,0,0
NC_000001.10:89430304-89430808,92,1,0
NC_000001.10:89434213-89434569,45,1,0
NC_000001.10:89435011-89435367,51,2,0
NC_000001.10:89447143-89447543,125,0,0
NC_000001.10:89449033-89449303,14,4,0
NC_000001.10:89453826-89454185,32,0,0
NC_000001.10:89473248-89473660,117,2,0
NC_000001.10:89474621-89475225,88,3,0
NC_000001.10:89478848-89479248,101,2,0
